"talk_id","title","speaker_1","first occupation","second occupation","recorded_date","published_date","event","native_lang","url.x","num_speakers","num_lang","comments","duration_ted","languages","num_speaker","view_ted","view_yt","categories","duration_yt","dislike_count","like_count","average_rating"
1994,"How sampling transformed music","Mark Ronson","music producer and dj",NA,2014-03-17,2014-05-09,"TED2014","en","https://www.ted.com/talks/mark_ronson_how_sampling_transformed_music/",1,22,86,1010,21,1,3061003,1908472,"Music",1014,1423,26374,4.7952299118
1996,"How to rob a bank (from the inside, that is)","William Black","academic",NA,2013-09-09,2014-05-12,"TEDxUMKC","en","https://www.ted.com/talks/william_black_how_to_rob_a_bank_from_the_inside_that_is/",1,20,131,1128,20,1,1509188,125988,"Education",1129,53,1937,4.8934674263
1995,"What ants teach us about the brain, cancer and the Internet","Deborah Gordon","ecologist",NA,2014-03-20,2014-05-13,"TED2014","en","https://www.ted.com/talks/deborah_gordon_what_ants_teach_us_about_the_brain_cancer_and_the_internet/",1,31,49,849,31,1,1378298,64938,"Science & Technology",850,32,923,4.86596870422
1997,"The bridge between suicide and life","Kevin Briggs","golden gate guardian",NA,2014-03-18,2014-05-14,"TED2014","en","https://www.ted.com/talks/kevin_briggs_the_bridge_between_suicide_and_life/",1,39,255,853,39,1,2500023,439424,"People & Blogs",853,158,8704,4.92868423462
2002,"The smelly mystery of the human pheromone","Tristram Wyatt","zoologist",NA,2013-09-17,2014-05-15,"TEDxLeuvenSalon","en","https://www.ted.com/talks/tristram_wyatt_the_smelly_mystery_of_the_human_pheromone/",1,26,44,893,26,1,1189824,122919,"Science & Technology",894,36,1507,4.90667533875
2000,"The Museum of Four in the Morning","Rives","performance poet","multimedia artist",2014-03-25,2014-05-16,"TEDActive 2014","en","https://www.ted.com/talks/rives_the_museum_of_four_in_the_morning/",1,23,170,844,22,1,1827375,186683,"People & Blogs",845,101,3476,4.88705635071
1998,"Why good leaders make you feel safe","Simon Sinek","leadership expert",NA,2014-03-14,2014-05-19,"TED2014","en","https://www.ted.com/talks/simon_sinek_why_good_leaders_make_you_feel_safe/",1,40,294,719,38,1,6803938,2213216,"People & Blogs",719,484,27033,4.92964363098
2003,"Save the oceans, feed the world!","Jackie Savitz","ocean advocate",NA,2013-10-25,2014-05-20,"TEDxMidAtlantic 2013","en","https://www.ted.com/talks/jackie_savitz_save_the_oceans_feed_the_world/",1,32,98,670,31,1,1182977,69995,"Science & Technology",671,78,894,4.67901229858
2005,"How the worst moments in our lives make us who we are","Andrew Solomon","writer",NA,2014-03-12,2014-05-21,"TED2014","en","https://www.ted.com/talks/andrew_solomon_how_the_worst_moments_in_our_lives_make_us_who_we_are/",1,29,224,1227,29,1,4801456,1264005,"People & Blogs",1228,777,19798,4.84894275665
2007,"How augmented reality will change sports ... and build empathy","Chris Kluwe","punter and author",NA,2014-03-11,2014-05-22,"TED2014","en","https://www.ted.com/talks/chris_kluwe_how_augmented_reality_will_change_sports_and_build_empathy/",1,25,108,551,24,1,1194762,104317,"Science & Technology",551,236,1144,4.31594181061
1999,"Why veterans miss war","Sebastian Junger","journalist and documentarian",NA,2014-01-16,2014-05-23,"TEDSalon NY2014","en","https://www.ted.com/talks/sebastian_junger_why_veterans_miss_war/",1,26,231,788,25,1,2375405,1048052,"News & Politics",789,621,21564,4.88803243637
2009,"A glimpse of life on the road","Kitra Cahana","vagabond photojournalist + conceptual artist",NA,2014-03-17,2014-05-28,"TED2014","en","https://www.ted.com/talks/kitra_cahana_a_glimpse_of_life_on_the_road/",1,35,122,300,35,1,1454663,173287,"People & Blogs",300,160,1810,4.67512702942
2004,"The hunt for ""unexpected genetic heroes""","Stephen Friend","open-science advocate",NA,2014-03-18,2014-05-29,"TED2014","en","https://www.ted.com/talks/stephen_friend_the_hunt_for_unexpected_genetic_heroes/",1,24,55,639,24,1,959404,54980,"Science & Technology",640,20,765,4.89808940887
2010,"How I started writing songs again","Sting","composer","singer",2014-03-18,2014-05-30,"TED2014","en","https://www.ted.com/talks/sting_how_i_started_writing_songs_again/",1,26,101,1395,25,1,1934877,354575,"Music",1396,135,4545,4.8846154213
2015,"Get ready for hybrid thinking","Ray Kurzweil","inventor","futurist",2014-03-20,2014-06-02,"TED2014","en","https://www.ted.com/talks/ray_kurzweil_get_ready_for_hybrid_thinking/",1,29,180,592,29,1,1971157,279870,"Science & Technology",593,224,4389,4.80576610565
2012,"The psychology of your future self","Dan Gilbert","psychologist; happiness expert",NA,2014-03-18,2014-06-03,"TED2014","en","https://www.ted.com/talks/dan_gilbert_the_psychology_of_your_future_self/",1,44,248,409,42,1,3399887,442293,"People & Blogs",410,90,6344,4.94404745102
2013,"Why people need poetry","Stephen Burt","poetry critic",NA,2013-06-20,2014-06-04,"TEDGlobal 2013","en","https://www.ted.com/talks/stephen_burt_why_people_need_poetry/",1,26,84,792,25,1,1117996,137610,"Entertainment",793,123,1532,4.70271921158
2014,"The secrets of nature's grossest creatures, channeled into robots","Robert Full","biologist",NA,2014-03-18,2014-06-05,"TED2014","en","https://www.ted.com/talks/robert_full_the_secrets_of_nature_s_grossest_creatures_channeled_into_robots/",1,30,49,307,30,1,1229640,73499,"Science & Technology",309,16,1208,4.94771242142
2016,"What the gay rights movement learned from the civil rights movement","Yoruba Richen","documentary filmmaker",NA,2014-03-13,2014-06-06,"TED2014","en","https://www.ted.com/talks/yoruba_richen_what_the_gay_rights_movement_learned_from_the_civil_rights_movement/",1,21,173,1062,17,1,698636,71129,"Nonprofits & Activism",1063,259,1270,4.32243299484
2017,"I'm not your inspiration, thank you very much","Stella Young","comedian","journalist",2014-04-26,2014-06-09,"TEDxSydney","en","https://www.ted.com/talks/stella_young_i_m_not_your_inspiration_thank_you_very_much/",1,34,207,556,34,1,2494615,627327,"People & Blogs",557,135,9000,4.9408864975
2019,"Hackers: the Internet's immune system","Keren Elazari","cybersecurity expert",NA,2014-03-18,2014-06-10,"TED2014","en","https://www.ted.com/talks/keren_elazari_hackers_the_internet_s_immune_system/",1,27,105,999,27,1,2120292,629667,"Science & Technology",999,318,11599,4.89326190948
2018,"The shocking move to criminalize nonviolent protest","Will Potter","investigative journalist",NA,2014-03-17,2014-06-11,"TED2014","en","https://www.ted.com/talks/will_potter_the_shocking_move_to_criminalize_nonviolent_protest/",1,35,118,273,34,1,1032390,84404,"Nonprofits & Activism",273,92,2525,4.85938119888
2020,"Why science demands a leap into the unknown","Uri Alon","systems biologist",NA,2013-06-13,2014-06-12,"TEDGlobal 2013","en","https://www.ted.com/talks/uri_alon_why_science_demands_a_leap_into_the_unknown/",1,24,81,952,23,1,1013296,98833,"Science & Technology",953,75,1583,4.81905889511
2021,"The world's largest family reunion ... we're all invited!","A.J. Jacobs","author",NA,2014-03-20,2014-06-13,"TEDActive 2014","en","https://www.ted.com/talks/a_j_jacobs_the_world_s_largest_family_reunion_we_re_all_invited/",1,25,69,585,24,1,1107747,65448,"Science & Technology",585,47,1018,4.8234744072
2011,"Is religion good or bad? (This is a trick question)","Kwame Anthony Appiah","philosopher",NA,2014-05-15,2014-06-16,"TEDSalon NY2014","en","https://www.ted.com/talks/kwame_anthony_appiah_is_religion_good_or_bad_this_is_a_trick_question/",1,29,453,880,29,1,1569284,107357,"People & Blogs",881,764,1075,3.33822727203
2022,"What makes a word ""real""?","Anne Curzan","language historian",NA,2014-03-15,2014-06-17,"TEDxUofM","en","https://www.ted.com/talks/anne_curzan_what_makes_a_word_real/",1,28,123,1033,26,1,1631913,132777,"Education",1034,45,2188,4.91939115524
2023,"How to make hard choices","Ruth Chang","philosopher",NA,2014-05-15,2014-06-18,"TEDSalon NY2014","en","https://www.ted.com/talks/ruth_chang_how_to_make_hard_choices/",1,34,397,881,33,1,4933802,627112,"Howto & Style",882,441,8459,4.80179786682
2028,"3 ways to speak English","Jamila Lyiscott","poet and educator",NA,2014-02-12,2014-06-19,"TEDSalon NY2014","en","https://www.ted.com/talks/jamila_lyiscott_3_ways_to_speak_english/",1,31,278,269,31,1,3916554,903371,"People & Blogs",269,1194,12613,4.65408849716
2031,"Two poems about what dogs think (probably)","Billy Collins","poet",NA,2014-03-20,2014-06-20,"TED2014","en","https://www.ted.com/talks/billy_collins_two_poems_about_what_dogs_think_probably/",1,35,74,242,34,1,1545239,126405,"Pets & Animals",243,176,1005,4.40389490128
2029,"Why your worst deeds don¡¯t define you","Shaka Senghor","author",NA,2014-03-20,2014-06-23,"TED2014","en","https://www.ted.com/talks/shaka_senghor_why_your_worst_deeds_don_t_define_you/",1,27,147,720,26,1,1439616,93191,"People & Blogs",721,82,1877,4.8325676918
2030,"What¡¯s wrong with your pa$$w0rd?","Lorrie Faith Cranor","security researcher",NA,2014-03-31,2014-06-24,"TEDxCMU","en","https://www.ted.com/talks/lorrie_faith_cranor_what_s_wrong_with_your_pa_w0rd/",1,26,117,1061,26,1,1463585,105739,"Science & Technology",1061,65,1311,4.81104660034
2032,"Why we should trust scientists","Naomi Oreskes","historian of science",NA,2014-05-22,2014-06-25,"TEDSalon NY2014","en","https://www.ted.com/talks/naomi_oreskes_why_we_should_trust_scientists/",1,26,338,1154,24,1,1091065,97313,"Science & Technology",1155,219,1760,4.55735206604
2033,"The DIY orchestra of the future","Ge Wang","music technologist",NA,2014-05-10,2014-06-26,"TEDxStanford","en","https://www.ted.com/talks/ge_wang_the_diy_orchestra_of_the_future/",1,17,70,1056,17,1,1172298,92960,"Music",1057,38,1877,4.92062664032
2034,"How to speak so that people want to listen","Julian Treasure","sound consultant",NA,2013-06-10,2014-06-27,"TEDGlobal 2013","en","https://www.ted.com/talks/julian_treasure_how_to_speak_so_that_people_want_to_listen/",1,47,297,598,45,1,21594632,14398424,"Howto & Style",598,3719,194055,4.92478275299
2035,"The 1s and 0s behind cyber warfare","Chris Domas","cybersecurity researcher",NA,2013-10-10,2014-06-30,"TEDxColumbus","en","https://www.ted.com/talks/chris_domas_the_1s_and_0s_behind_cyber_warfare/",1,22,93,1005,22,1,1017778,115799,"Science & Technology",1005,344,1329,4.17752552032
2001,"The loves and lies of fireflies","Sara Lewis","firefly specialist",NA,2014-03-20,2014-07-01,"TED2014","en","https://www.ted.com/talks/sara_lewis_the_loves_and_lies_of_fireflies/",1,28,37,831,27,1,967667,61397,"Science & Technology",832,49,759,4.75742578506
2036,"Which country does the most good for the world?","Simon Anholt","policy advisor",NA,2014-06-23,2014-07-02,"TEDSalon Berlin 2014","en","https://www.ted.com/talks/simon_anholt_which_country_does_the_most_good_for_the_world/",1,32,1234,1074,32,1,4548276,2736858,"News & Politics",1075,4410,41668,4.6171708107
2037,"Can prejudice ever be a good thing?","Paul Bloom","psychologist",NA,2014-01-15,2014-07-03,"TEDSalon NY2014","en","https://www.ted.com/talks/paul_bloom_can_prejudice_ever_be_a_good_thing/",1,28,101,983,26,1,1073549,99735,"People & Blogs",984,93,1532,4.77107715607
2038,"Why I love a country that once betrayed me","George Takei","actor and activist",NA,2014-06-04,2014-07-04,"TEDxKyoto","en","https://www.ted.com/talks/george_takei_why_i_love_a_country_that_once_betrayed_me/",1,26,133,958,26,1,2235902,859535,"People & Blogs",958,651,19374,4.86996269226
2043,"A 30-year history of the future","Nicholas Negroponte","tech visionary",NA,2014-03-19,2014-07-08,"TED2014","en","https://www.ted.com/talks/nicholas_negroponte_a_30_year_history_of_the_future/",1,25,67,1183,25,1,1877673,245077,"Science & Technology",1183,83,2442,4.86851501465
2044,"Our unhealthy obsession with choice","Renata Salecl","theorist",NA,2013-06-13,2014-07-09,"TEDGlobal 2013","en","https://www.ted.com/talks/renata_salecl_our_unhealthy_obsession_with_choice/",1,29,76,902,27,1,1445859,95479,"People & Blogs",902,184,1003,4.3799495697
2027,"Two nerdy obsessions meet -- and it's magic","David Kwong","cruciverbalist",NA,2014-03-21,2014-07-11,"TED2014","en","https://www.ted.com/talks/david_kwong_two_nerdy_obsessions_meet_and_it_s_magic/",1,26,171,703,26,1,1641675,148703,"Entertainment",703,280,2330,4.57088136673
2045,"How do you explain consciousness?","David Chalmers","philosopher",NA,2014-03-18,2014-07-14,"TED2014","en","https://www.ted.com/talks/david_chalmers_how_do_you_explain_consciousness/",1,34,2673,1117,33,1,2162764,537865,"Science & Technology",1117,597,5258,4.59214353561
2046,"A tool to fix one of the most dangerous moments in surgery","Nikolai Begg","mechanical engineer",NA,2013-11-12,2014-07-15,"TEDxBeaconStreet","en","https://www.ted.com/talks/nikolai_begg_a_tool_to_fix_one_of_the_most_dangerous_moments_in_surgery/",1,31,117,561,31,1,1332920,127153,"Science & Technology",561,31,3059,4.95987033844
2048,"What humans can learn from semi-intelligent slime","Heather Barnett","artist",NA,2014-06-23,2014-07-17,"TEDSalon Berlin 2014","en","https://www.ted.com/talks/heather_barnett_what_humans_can_learn_from_semi_intelligent_slime/",1,26,63,731,26,1,946949,164473,"Science & Technology",732,51,2317,4.91385126114
2049,"Are you human?","Ze Frank","web humorist",NA,2014-03-20,2014-07-18,"TED2014","en","https://www.ted.com/talks/ze_frank_are_you_human/",1,47,251,274,44,1,4058219,805666,"Entertainment",274,407,14682,4.89210700989
2050,"An ultra-low-cost college degree","Shai Reshef","education entrepreneur",NA,2014-03-14,2014-08-04,"TED2014","en","https://www.ted.com/talks/shai_reshef_an_ultra_low_cost_college_degree/",1,37,191,648,36,1,4962607,3864469,"Education",652,189,2626,4.73143863678
2039,"How giant websites design for you (and a billion others, too)","Margaret Gould Stewart","user experience master",NA,2014-03-19,2014-08-05,"TED2014","en","https://www.ted.com/talks/margaret_gould_stewart_how_giant_websites_design_for_you_and_a_billion_others_too/",1,26,111,776,25,1,1576773,118938,"Science & Technology",780,209,1904,4.60435390472
2053,"The dark secrets of a surveillance state","Hubertus Knabe","historian",NA,2014-06-09,2014-08-06,"TEDSalon Berlin 2014","en","https://www.ted.com/talks/hubertus_knabe_the_dark_secrets_of_a_surveillance_state/",1,28,65,1174,28,1,1180236,90571,"News & Politics",1179,77,1087,4.73539495468
2052,"How animations can help scientists test a hypothesis","Janet Iwasa","molecular animator",NA,2014-03-19,2014-08-07,"TED2014","en","https://www.ted.com/talks/janet_iwasa_how_animations_can_help_scientists_test_a_hypothesis/",1,31,51,306,31,1,837568,51833,"Science & Technology",311,13,1053,4.95121955872
2054,"Why I live in mortal dread of public speaking","Megan Washington","musician",NA,2014-04-26,2014-08-08,"TEDxSydney","en","https://www.ted.com/talks/megan_washington_why_i_live_in_mortal_dread_of_public_speaking/",1,31,161,778,31,1,1669149,162651,"People & Blogs",782,28,3191,4.96520662308
2056,"Own your body's data","Talithia Williams","statistician",NA,2014-02-12,2014-08-11,"TEDxClaremontColleges","en","https://www.ted.com/talks/talithia_williams_own_your_body_s_data/",1,24,71,1023,24,1,1345444,86093,"Science & Technology",1028,58,1540,4.85481834412
2055,"Beware, fellow plutocrats, the pitchforks are coming","Nick Hanauer","entrepreneur",NA,2014-08-06,2014-08-12,"TEDSalon NY2014","en","https://www.ted.com/talks/nick_hanauer_beware_fellow_plutocrats_the_pitchforks_are_coming/",1,26,992,1222,26,1,1623637,434697,"News & Politics",1227,287,9632,4.8842625618
2057,"How prisons can help inmates live meaningful lives","Dan Pacholke","prison administrator and reformer",NA,2014-03-15,2014-08-13,"TEDxMonroeCorrectionalComplex","en","https://www.ted.com/talks/dan_pacholke_how_prisons_can_help_inmates_live_meaningful_lives/",1,26,134,632,25,1,812963,64753,"News & Politics",636,43,1025,4.83895111084
2060,"Why ordinary people need to understand power","Eric Liu","civic evangelist","author",2013-09-20,2014-08-14,"TEDCity2.0","en","https://www.ted.com/talks/eric_liu_why_ordinary_people_need_to_understand_power/",1,24,146,1035,24,1,1798578,331800,"News & Politics",1039,230,4663,4.8119764328
2059,"The danger of silence","Clint Smith","poet","educator",2014-07-08,2014-08-15,"TED@NYC","en","https://www.ted.com/talks/clint_smith_the_danger_of_silence/",1,43,293,258,40,1,3804535,859100,"People & Blogs",263,430,13797,4.87910318375
